id_region,nombre_region,id_comuna,nombre_comuna,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01
7,Maule,7203,Pelluhue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,6.0,2.0,0.0
7,Maule,7301,Curicó,8.0,8.0,12.0,15.0,10.0,9.0,11.0,6.0,8.0,11.0,13.0,28.0,50.0,85.0,131.0,156.0
7,Maule,7302,Hualañé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,16.0
7,Maule,7303,Licantén,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Maule,7304,Molina,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,9.0,10.0
7,Maule,7305,Rauco,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,7.0
7,Maule,7306,Romeral,0.0,0.0,1.0,8.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0
7,Maule,7307,Sagrada Familia,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0
7,Maule,7308,Teno,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0
7,Maule,7309,Vichuquén,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Maule,7401,Linares,5.0,3.0,7.0,8.0,8.0,4.0,4.0,3.0,6.0,7.0,17.0,17.0,21.0,22.0,19.0,22.0
7,Maule,7402,Colbún,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,9.0,8.0,16.0,11.0
7,Maule,7403,Longaví,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,7.0,11.0,9.0,10.0,11.0
7,Maule,7404,Parral,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,20.0,38.0,48.0
7,Maule,7405,Retiro,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,11.0,14.0
7,Maule,7406,San Javier,6.0,5.0,4.0,6.0,10.0,5.0,4.0,3.0,3.0,3.0,9.0,9.0,15.0,9.0,8.0,12.0
7,Maule,7407,Villa Alegre,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
7,Maule,7408,Yerbas Buenas,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,12.0,11.0,10.0
8,Biobio,8101,Concepción,22.0,46.0,42.0,33.0,32.0,23.0,19.0,9.0,23.0,33.0,27.0,26.0,39.0,59.0,95.0,119.0
8,Biobio,8102,Coronel,9.0,2.0,2.0,1.0,0.0,2.0,5.0,4.0,7.0,7.0,15.0,21.0,22.0,25.0,62.0,102.0
8,Biobio,8103,Chiguayante,27.0,13.0,8.0,7.0,16.0,13.0,11.0,11.0,8.0,8.0,6.0,9.0,9.0,6.0,12.0,19.0
8,Biobio,8104,Florida,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
